"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)"
summary_trail_b_err_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_trails_b_err_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","3, Did Not Administer | 4, Discontinued",,,,,,,,,
summary_clk,summary_sheet,,descriptive,Clock,,,,,,,,,,
summary_clk_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_clk_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_clk_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_clk_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","3, Did Not Administer | 4, Discontinued",,,,,,,,,
summary_fas,summary_sheet,,descriptive,FAS,,,,,,,,,,
summary_fas_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_fas_t_scr,summary_sheet,,text,T-Score,,,,,,,,,,
summary_fas_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_fas_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_fas_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_ani_fl,summary_sheet,,descriptive,"CERAD Animal Fluency",,,,,,,,,,
summary_ani_fl_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_ani_fl_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_ani_fl_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_ani_fl_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_veg_fl,summary_sheet,,descriptive,"CERAD Vegetable Fluency",,,,,,,,,,
summary_veg_fl_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_veg_fl_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","3, Did Not Administer | 4, Discontinued",,,,,,,,,
summary_bnt,summary_sheet,,descriptive,"CERAD BNT (15 item)",,,,,,,,,,
summary_bnt_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_bnt_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_bnt_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_bnt_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","3, Did Not Administer | 4, Discontinued",,,,,,,,,
summary_w_ir_t1,summary_sheet,,descriptive,"CERAD Word List IR Trial 1",,,,,,,,,,
summary_w_ir_t1_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_w_ir_t1_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_w_ir_t1_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_w_ir_t1_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_w_ir_t2,summary_sheet,,descriptive,"CERAD Word List IR Trial 2",,,,,,,,,,
summary_w_ir_t2_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_w_ir_t2_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_w_ir_t2_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_w_ir_t2_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_w_ir_t3,summary_sheet,,descriptive,"CERAD Word List IR Trial 3",,,,,,,,,,
summary_w_ir_t3_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_w_ir_t3_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_w_ir_t3_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_w_ir_t3_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_w_dr,summary_sheet,,descriptive,"CERAD Word List DR",,,,,,,,,,
summary_w_dr_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_w_dr_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_w_dr_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_w_dr_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_w_prc_ret,summary_sheet,,descriptive,"CERAD Word List % Retention",,,,,,,,,,
summary_w_prc_ret_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_wl_ret_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_w_prc_ret_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_w_prc_ret_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_cor_y,summary_sheet,,descriptive,"CERAD Correct Yes",,,,,,,,,,
summary_cor_y_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_cor_y_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_cor_y_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_cor_y_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_cor_no,summary_sheet,,descriptive,"CERAD Correct No",,,,,,,,,,
summary_cor_no_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_cor_no_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_cor_no_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_cor_no_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_dscrm,summary_sheet,,descriptive,"CERAD Discrimination",,,,,,,,,,
summary_dscrm_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_dscrm_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_cprx_ir,summary_sheet,,descriptive,"CERAD Const. Praxis IR",,,,,,,,,,
summary_cprx_ir_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_cprx_ir_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_cprx_ir_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_cprx_ir_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_cprx_dr,summary_sheet,,descriptive,"CERAD Const. Praxis DR",,,,,,,,,,
summary_cprx_dr_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_cprx_dr_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_cerad_tscr,summary_sheet,,descriptive,"CERAD Total score",,,,,,,,,,
summary_cerad_tscr_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_cerad_tot_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_cerad_tscr_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_cerad_tscr_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_wmsr_ds,summary_sheet,,descriptive,"WMS-R DS: Total Score",,,,,,,,,,
summary_wmsr_ds_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_wmsr_ds_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_tscr_fwd,summary_sheet,,descriptive,"WMS-R DS Total Score Forward",,,,,,,,,,
summary_tscr_fwd_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_tscr_fwd_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_fwd,summary_sheet,,descriptive,"WMS-R DS FWD Span",,,,,,,,,,
summary_fwd_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_fwd_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinue","1, Did Not Administer | 2, Discontinue",,,,,,,,,
summary_tscr_bwkd,summary_sheet,,descriptive,"WMS-R DS Total Score Backward",,,,,,,,,,
summary_tscr_bwkd_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_tscr_bkwd_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_bwd,summary_sheet,,descriptive,"WMS-R DS BWD Span",,,,,,,,,,
summary_bwd_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_bwd_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_ex_wl,summary_sheet,,descriptive,"Exception Word List",,,,,,,,,,
summary_ex_wl_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_ex_wl_t_scr,summary_sheet,,text,T-Score,,,,,,,,,,
summary_ex_wl_sc_scr,summary_sheet,,text,"Scaled Score",,,,,,,,,,
summary_ex_wl_z_scr,summary_sheet,,text,Z-Score,,,,,,,,,,
summary_ex_wl_pcnt,summary_sheet,,text,Percentile,,,,,,,,,,
summary_ex_wl_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_gds,summary_sheet,,descriptive,"GDS (Short Form)",,,,,,,,,,
summary_gds_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_gds_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_reyo_cp,summary_sheet,,descriptive,"Rey-O Copy",,,,,,,,,,
summary_reyo_cp_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_reyo_cp_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_reyo_ir,summary_sheet,,descriptive,"Rey-O IR",,,,,,,,,,
summary_reyo_ir_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_reyo_ir_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
summary_reyo_dr,summary_sheet,,descriptive,"Rey-O DR",,,,,,,,,,
summary_reyo_dr_rw_scr,summary_sheet,,text,"Raw Score",,,,,,,,,,
summary_reyo_dr_dcd,summary_sheet,,dropdown,"Did Not Administer/Discontinued","1, Did Not Administer | 2, Discontinued",,,,,,,,,
